Project ID,Project Name,IM Group,Character Count
193942,UMASS : Sports Medicine Clinic,C19-UMASS : Sports Medicine Clinic,34
546965,UMASS : Tri River Health Center,C19-UMASS : Tri River Health Center,35
178785,UMASS : University Campus - Benedict Family Medicine,C19-UMASS : University Campus - Benedict Family Medicine,56
546964,UMASS : University Campus - Hem/Onc,C19-UMASS : University Campus - Hem/Onc,39
548697,UMASS : University Campus – ACC Orthopedics,C19-UMASS : University Campus – ACC Orthopedics,47
587339,UMASS : Westborough Orthopedics,C19-UMASS : Westborough Orthopedics,35
182652,UMBW : Baltimore Washington Medical Center Oncology-BWMC Region,C19-UMBW : Baltimore Washington Medical Center Oncology-BWMC Region,67
854177,UMBW : UM Baltimore Washington Medical Center- Inpatient,C19-UMBW : UM Baltimore Washington Medical Center- Inpatient,60
411838,"UMD : University of Maryland Dermatologists, PA (MAIN) : University of Maryland at Waterloo","C19-UMD : University of Maryland Dermatologists, PA (MAIN) : University of Maryland at Waterloo",95
411835,"UMD : University of Maryland Dermatologists, PA (MAIN) : University of Maryland Main Office","C19-UMD : University of Maryland Dermatologists, PA (MAIN) : University of Maryland Main Office",95
411836,"UMD : University of Maryland Dermatologists, PA (MAIN) : University of Maryland Shipley's Choice","C19-UMD : University of Maryland Dermatologists, PA (MAIN) : University of Maryland Shipley's Choice",100
42027,UMEMA : Bowie Health Center,C19-UMEMA : Bowie Health Center,31
116364,UMEMA : Laurel Regional Hospital,C19-UMEMA : Laurel Regional Hospital,36
426799,UMEMA : UM Harford Memorial Hosp PHY,C19-UMEMA : UM Harford Memorial Hosp PHY,40
387001,UMIAMI : Jackson Memorial Hospital-Transplant Dept.,C19-UMIAMI : Jackson Memorial Hospital-Transplant Dept.,55
418431,UMIAMI : University of Miami (MAIN) : Alex's Place at Sylvester - Pediatrics,C19-UMIAMI : University of Miami (MAIN) : Alex's Place at Sylvester - Pediatrics,80
399693,UMIAMI : University of Miami (MAIN) : Bascom Palmer - Genetics,C19-UMIAMI : University of Miami (MAIN) : Bascom Palmer - Genetics,66
709043,UMIAMI : University of Miami (MAIN) : Bascom Palmer - Neurology,C19-UMIAMI : University of Miami (MAIN) : Bascom Palmer - Neurology,67
399685,UMIAMI : University of Miami (MAIN) : Bascom Palmer Eye Institute - Miami-Ophthalmology,C19-UMIAMI : University of Miami (MAIN) : Bascom Palmer Eye Institute - Miami-Ophthalmology,91
418428,UMIAMI : University of Miami (MAIN) : Bascom Palmer Eye Institute - Orthopedics,C19-UMIAMI : University of Miami (MAIN) : Bascom Palmer Eye Institute - Orthopedics,83
824327,UMIAMI : University of Miami (MAIN) : Bascom Palmer Eye Institute- West Palm Ophthalmology,C19-UMIAMI : University of Miami (MAIN) : Bascom Palmer Eye Institute- West Palm Ophthalmology,94
418430,UMIAMI : University of Miami (MAIN) : Batchelor Children's Research Institute - Pediatrics,C19-UMIAMI : University of Miami (MAIN) : Batchelor Children's Research Institute - Pediatrics,94
523263,UMIAMI : University of Miami (MAIN) : Clinical Research Building - Psychiatry,C19-UMIAMI : University of Miami (MAIN) : Clinical Research Building - Psychiatry,81
783793,UMIAMI : University of Miami (MAIN) : Coral Gables Dermatology,C19-UMIAMI : University of Miami (MAIN) : Coral Gables Dermatology,66
430329,UMIAMI : University of Miami (MAIN) : Deering Medical Plaza - Oral Surgery,C19-UMIAMI : University of Miami (MAIN) : Deering Medical Plaza - Oral Surgery,78
776576,UMIAMI : University of Miami (MAIN) : Deering Medical Plaza - Pediatrics,C19-UMIAMI : University of Miami (MAIN) : Deering Medical Plaza - Pediatrics,76
155480,UMIAMI : University of Miami (MAIN) : Deering Medical Plaza-Neurology,C19-UMIAMI : University of Miami (MAIN) : Deering Medical Plaza-Neurology,73
761735,UMIAMI : University of Miami (MAIN) : Diabetes Research Institute - Rheumatology,C19-UMIAMI : University of Miami (MAIN) : Diabetes Research Institute - Rheumatology,84
399689,UMIAMI : University of Miami (MAIN) : Gordon Center for Research - Genetics,C19-UMIAMI : University of Miami (MAIN) : Gordon Center for Research - Genetics,79
399690,UMIAMI : University of Miami (MAIN) : Jackson South Medical Center - Genetics,C19-UMIAMI : University of Miami (MAIN) : Jackson South Medical Center - Genetics,81
375056,UMIAMI : University of Miami (MAIN) : Mailman Center Child Development - Pediatric Neurology,C19-UMIAMI : University of Miami (MAIN) : Mailman Center Child Development - Pediatric Neurology,96
419349,UMIAMI : University of Miami (MAIN) : Mailman Center for Child Development - Pediatrics,C19-UMIAMI : University of Miami (MAIN) : Mailman Center for Child Development - Pediatrics,91
709045,UMIAMI : University of Miami (MAIN) : Mailman Center for Child Development - Plastic Surgery,C19-UMIAMI : University of Miami (MAIN) : Mailman Center for Child Development - Plastic Surgery,96
698860,UMIAMI : University of Miami (MAIN) : Professional Arts Center - Dermatology,C19-UMIAMI : University of Miami (MAIN) : Professional Arts Center - Dermatology,80
614598,UMIAMI : University of Miami (MAIN) : Professional Arts Center - Family Medicine,C19-UMIAMI : University of Miami (MAIN) : Professional Arts Center - Family Medicine,84
427701,UMIAMI : University of Miami (MAIN) : Professional Arts Center - Internal Medicine,C19-UMIAMI : University of Miami (MAIN) : Professional Arts Center - Internal Medicine,86
179318,UMIAMI : University of Miami (MAIN) : Professional Arts Center-Neurology,C19-UMIAMI : University of Miami (MAIN) : Professional Arts Center-Neurology,76
157037,UMIAMI : University of Miami (MAIN) : Professional Arts Center-Urology,C19-UMIAMI : University of Miami (MAIN) : Professional Arts Center-Urology,74
748163,UMIAMI : University of Miami (MAIN) : Sylvester at Coral Springs - GYO,C19-UMIAMI : University of Miami (MAIN) : Sylvester at Coral Springs - GYO,74
418416,UMIAMI : University of Miami (MAIN) : Sylvester at Coral Springs - Hematology,C19-UMIAMI : University of Miami (MAIN) : Sylvester at Coral Springs - Hematology,81
776577,UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield - Neurology Oncology,C19-UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield - Neurology Oncology,85
381147,UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield Beach - Dermatology,C19-UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield Beach - Dermatology,84
681887,UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield Beach - ENT,C19-UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield Beach - ENT,76
542885,UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield Beach - Medical Oncology,C19-UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield Beach - Medical Oncology,89
733477,UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield Beach - Orthopedics,C19-UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield Beach - Orthopedics,84
381366,UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield Beach - Pain Management,C19-UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield Beach - Pain Management,88
523262,UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield Beach - Radiation Oncology,C19-UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield Beach - Radiation Oncology,91
430318,UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield Beach - Surgical Oncology,C19-UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield Beach - Surgical Oncology,90
146355,UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield Beach-GYO,C19-UMIAMI : University of Miami (MAIN) : Sylvester at Deerfield Beach-GYO,74
563341,UMIAMI : University of Miami (MAIN) : Sylvester at Hollywood - Medical Oncology,C19-UMIAMI : University of Miami (MAIN) : Sylvester at Hollywood - Medical Oncology,83
430323,UMIAMI : University of Miami (MAIN) : Sylvester at Kendall - General Surgery,C19-UMIAMI : University of Miami (MAIN) : Sylvester at Kendall - General Surgery,80
472907,UMIAMI : University of Miami (MAIN) : Sylvester at Plantation - Colorectal,C19-UMIAMI : University of Miami (MAIN) : Sylvester at Plantation - Colorectal,78
146356,UMIAMI : University of Miami (MAIN) : Sylvester at Plantation-GYO,C19-UMIAMI : University of Miami (MAIN) : Sylvester at Plantation-GYO,69
427694,UMIAMI : University of Miami (MAIN) : Sylvester at Plantation-Medical Oncology,C19-UMIAMI : University of Miami (MAIN) : Sylvester at Plantation-Medical Oncology,82
355326,UMIAMI : University of Miami (MAIN) : Sylvester at Plantation-Neurology,C19-UMIAMI : University of Miami (MAIN) : Sylvester at Plantation-Neurology,75
709053,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Colorectal Surgery,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Colorectal Surgery,100
381146,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Dermatology,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Dermatology,93
407698,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Endocrinology,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Endocrinology,95
490612,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Genetics,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Genetics,90
418417,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Hematology,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Hematology,92
375053,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Infectious Disease,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Infectious Disease,100
418422,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Medical Oncology,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Medical Oncology,98
776681,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Neurology Oncology,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Neurology Oncology,100
709054,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Neurosurgery,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Neurosurgery,94
709052,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Orthopedics,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Orthopedics,93
709042,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Plastic Surgery,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Plastic Surgery,97
430311,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Pulmonology,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Pulmonology,93
399688,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Radiation Oncology,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Radiation Oncology,100
430314,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Rheumatology,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Rheumatology,94
492694,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Surgical Breast Oncology,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Surgical Breast Oncology,106
430320,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Surgical Oncology,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center - Surgical Oncology,99
399683,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center-ENT,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center-ENT,83
161412,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center-GYO,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center-GYO,83
427696,UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center-Neurology,C19-UMIAMI : University of Miami (MAIN) : Sylvester Comprehensive Cancer Center-Neurology,89
381477,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Cardiology,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Cardiology,91
407700,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Endocrinology,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Endocrinology,94
391030,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - ENT,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - ENT,84
704227,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Gastroenterology,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Gastroenterology,97
430326,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - General Surgery,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - General Surgery,96
492698,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Hematology,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Hematology,91
418421,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Medical Oncology,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Medical Oncology,97
733479,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Nephrology,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Nephrology,91
383435,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Neurology,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Neurology,90
399687,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Ophthalmology,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Ophthalmology,94
492696,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Orthopedics,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Orthopedics,92
418432,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Pediatrics,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Pediatrics,91
627717,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Plastic Surgery,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Plastic Surgery,96
748164,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Rheumatology,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Rheumatology,93
430317,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Surgical Oncology,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Surgical Oncology,98
430316,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Vascular Surgery,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center - Vascular Surgery,97
355124,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center-GYO,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center-GYO,82
355225,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center-Pain Management,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center-Pain Management,94
146352,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center-Radiation Oncology,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center-Radiation Oncology,97
161374,UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center-Urology,C19-UMIAMI : University of Miami (MAIN) : The Lennar Foundation Medical Center-Urology,86
407695,UMIAMI : University of Miami (MAIN) : UHealth at Boca Raton - Cardiology,C19-UMIAMI : University of Miami (MAIN) : UHealth at Boca Raton - Cardiology,76
776575,UMIAMI : University of Miami (MAIN) : UHealth at Boca Raton - ENT,C19-UMIAMI : University of Miami (MAIN) : UHealth at Boca Raton - ENT,69
418413,UMIAMI : University of Miami (MAIN) : UHealth at Boca Raton - Genetics,C19-UMIAMI : University of Miami (MAIN) : UHealth at Boca Raton - Genetics,74
733481,UMIAMI : University of Miami (MAIN) : UHealth at Boca Raton - Urology,C19-UMIAMI : University of Miami (MAIN) : UHealth at Boca Raton - Urology,73
146351,UMIAMI : University of Miami (MAIN) : Uhealth At Boca Raton-Family Medicine,C19-UMIAMI : University of Miami (MAIN) : Uhealth At Boca Raton-Family Medicine,79
399691,UMIAMI : University of Miami (MAIN) : UHealth at Deerfield - Genetics,C19-UMIAMI : University of Miami (MAIN) : UHealth at Deerfield - Genetics,73
407697,UMIAMI : University of Miami (MAIN) : UHealth at Fort Lauderdale - Cardiology,C19-UMIAMI : University of Miami (MAIN) : UHealth at Fort Lauderdale - Cardiology,81
418414,UMIAMI : University of Miami (MAIN) : UHealth at Fort Lauderdale - Genetics,C19-UMIAMI : University of Miami (MAIN) : UHealth at Fort Lauderdale - Genetics,79
407693,UMIAMI : University of Miami (MAIN) : UHealth at Kendall - Cardiology,C19-UMIAMI : University of Miami (MAIN) : UHealth at Kendall - Cardiology,73
643537,UMIAMI : University of Miami (MAIN) : UHealth at Kendall - Medical Oncology,C19-UMIAMI : University of Miami (MAIN) : UHealth at Kendall - Medical Oncology,79
761732,UMIAMI : University of Miami (MAIN) : UHealth at Kendall - OBGYN,C19-UMIAMI : University of Miami (MAIN) : UHealth at Kendall - OBGYN,68
381474,UMIAMI : University of Miami (MAIN) : UHealth at Kendall - Orthopedics,C19-UMIAMI : University of Miami (MAIN) : UHealth at Kendall - Orthopedics,74
155479,UMIAMI : University of Miami (MAIN) : UHealth at Kendall-Family Medicine,C19-UMIAMI : University of Miami (MAIN) : UHealth at Kendall-Family Medicine,76
406777,UMIAMI : University of Miami (MAIN) : UHealth at Kendall-Internal Medicine,C19-UMIAMI : University of Miami (MAIN) : UHealth at Kendall-Internal Medicine,78
407694,UMIAMI : University of Miami (MAIN) : UHealth at LeJeune - Cardiology,C19-UMIAMI : University of Miami (MAIN) : UHealth at LeJeune - Cardiology,73
430328,UMIAMI : University of Miami (MAIN) : UHealth at LeJeune - General Surgery,C19-UMIAMI : University of Miami (MAIN) : UHealth at LeJeune - General Surgery,78
681885,UMIAMI : University of Miami (MAIN) : UHealth at Palm Beach - ENT,C19-UMIAMI : University of Miami (MAIN) : UHealth at Palm Beach - ENT,69
533105,UMIAMI : University of Miami (MAIN) : UHealth at Palm Beach Gardens - Family Medicine,C19-UMIAMI : University of Miami (MAIN) : UHealth at Palm Beach Gardens - Family Medicine,89
179320,UMIAMI : University of Miami (MAIN) : UHealth at Plantation,C19-UMIAMI : University of Miami (MAIN) : UHealth at Plantation,63
407696,UMIAMI : University of Miami (MAIN) : UHealth at Plantation - Cardiology,C19-UMIAMI : University of Miami (MAIN) : UHealth at Plantation - Cardiology,76
391032,UMIAMI : University of Miami (MAIN) : UHealth at Plantation - ENT,C19-UMIAMI : University of Miami (MAIN) : UHealth at Plantation - ENT,69
399694,UMIAMI : University of Miami (MAIN) : UHealth at Plantation - Family Medicine,C19-UMIAMI : University of Miami (MAIN) : UHealth at Plantation - Family Medicine,81
418419,UMIAMI : University of Miami (MAIN) : UHealth at Plantation - Internal Medicine,C19-UMIAMI : University of Miami (MAIN) : UHealth at Plantation - Internal Medicine,83
733483,UMIAMI : University of Miami (MAIN) : UHealth at Plantation - Neurology,C19-UMIAMI : University of Miami (MAIN) : UHealth at Plantation - Neurology,75
492700,UMIAMI : University of Miami (MAIN) : UHealth at Plantation - Orthopedics,C19-UMIAMI : University of Miami (MAIN) : UHealth at Plantation - Orthopedics,77
381367,UMIAMI : University of Miami (MAIN) : UHealth at Plantation - Pain Management,C19-UMIAMI : University of Miami (MAIN) : UHealth at Plantation - Pain Management,81
761734,UMIAMI : University of Miami (MAIN) : UHealth at Plantation - Rheumatology,C19-UMIAMI : University of Miami (MAIN) : UHealth at Plantation - Rheumatology,78
733482,UMIAMI : University of Miami (MAIN) : UHealth at Plantation - Urology,C19-UMIAMI : University of Miami (MAIN) : UHealth at Plantation - Urology,73
418412,UMIAMI : University of Miami (MAIN) : UHealth at South Dade - Genetics,C19-UMIAMI : University of Miami (MAIN) : UHealth at South Dade - Genetics,74
418434,UMIAMI : University of Miami (MAIN) : UHealth at Weston - Pediatrics,C19-UMIAMI : University of Miami (MAIN) : UHealth at Weston - Pediatrics,72
179319,UMIAMI : University of Miami (MAIN) : UHealth at Weston-Neurology,C19-UMIAMI : University of Miami (MAIN) : UHealth at Weston-Neurology,69
407699,UMIAMI : University of Miami (MAIN) : UHealth Diabetes Research Institute - Endocrinology,C19-UMIAMI : University of Miami (MAIN) : UHealth Diabetes Research Institute - Endocrinology,93
418423,UMIAMI : University of Miami (MAIN) : UHealth Diabetes Research Institute - Nephrology,C19-UMIAMI : University of Miami (MAIN) : UHealth Diabetes Research Institute - Nephrology,90
430313,UMIAMI : University of Miami (MAIN) : UHealth Diabetes Research Institute - Pulmonology,C19-UMIAMI : University of Miami (MAIN) : UHealth Diabetes Research Institute - Pulmonology,91
399692,UMIAMI : University of Miami (MAIN) : UHealth Mailman Center - Genetics,C19-UMIAMI : University of Miami (MAIN) : UHealth Mailman Center - Genetics,75
472904,UMIAMI : University of Miami (MAIN) : UHealth Medical Center at Jackson Senior High School,C19-UMIAMI : University of Miami (MAIN) : UHealth Medical Center at Jackson Senior High School,94
381148,UMIAMI : University of Miami (MAIN) : UHealth South Miami Clinic - Dermatology,C19-UMIAMI : University of Miami (MAIN) : UHealth South Miami Clinic - Dermatology,82
472906,UMIAMI : University of Miami (MAIN) : UHealth Tower - Colorectal,C19-UMIAMI : University of Miami (MAIN) : UHealth Tower - Colorectal,68
418411,UMIAMI : University of Miami (MAIN) : UHealth Tower - Gastroenterology,C19-UMIAMI : University of Miami (MAIN) : UHealth Tower - Gastroenterology,74
430327,UMIAMI : University of Miami (MAIN) : UHealth Tower - General Surgery,C19-UMIAMI : University of Miami (MAIN) : UHealth Tower - General Surgery,73
381370,UMIAMI : University of Miami (MAIN) : UHealth Tower - Orthopedics,C19-UMIAMI : University of Miami (MAIN) : UHealth Tower - Orthopedics,69
481395,UMIAMI : University of Miami (MAIN) : UHealth Tower - Reproductive Endocrinology,C19-UMIAMI : University of Miami (MAIN) : UHealth Tower - Reproductive Endocrinology,84
709046,UMIAMI : University of Miami (MAIN) : UHealth Tower West - Plastic Surgery,C19-UMIAMI : University of Miami (MAIN) : UHealth Tower West - Plastic Surgery,78
430312,UMIAMI : University of Miami (MAIN) : UHealth Tower West - Pulmonology,C19-UMIAMI : University of Miami (MAIN) : UHealth Tower West - Pulmonology,74
427695,UMIAMI : University of Miami (MAIN) : UHealth Tower West-Radiation Oncology,C19-UMIAMI : University of Miami (MAIN) : UHealth Tower West-Radiation Oncology,79
391031,UMIAMI : University of Miami (MAIN) : University of Miami Clinical Research Building - ENT,C19-UMIAMI : University of Miami (MAIN) : University of Miami Clinical Research Building - ENT,94
381362,UMIAMI : University of Miami (MAIN) : University Of Miami Clinical Research Building - Neurology,C19-UMIAMI : University of Miami (MAIN) : University Of Miami Clinical Research Building - Neurology,100
733478,UMIAMI : University of Miami (MAIN) : University of Miami Hospital - Cardiology,C19-UMIAMI : University of Miami (MAIN) : University of Miami Hospital - Cardiology,83
381153,UMIAMI : University of Miami (MAIN) : University of Miami Hospital - Dermatology,C19-UMIAMI : University of Miami (MAIN) : University of Miami Hospital - Dermatology,84
643536,UMIAMI : University of Miami (MAIN) : University of Miami Hospital - Medical Oncology,C19-UMIAMI : University of Miami (MAIN) : University of Miami Hospital - Medical Oncology,89
381364,UMIAMI : University of Miami (MAIN) : University of Miami Hospital - Neurology,C19-UMIAMI : University of Miami (MAIN) : University of Miami Hospital - Neurology,82
375055,UMIAMI : University of Miami (MAIN) : University of Miami Hospital - Neurosurgery,C19-UMIAMI : University of Miami (MAIN) : University of Miami Hospital - Neurosurgery,85
762461,UMIAMI : University of Miami (MAIN) : University of Miami Hospital - OBGYN,C19-UMIAMI : University of Miami (MAIN) : University of Miami Hospital - OBGYN,78
821701,UMIAMI : University of Miami (MAIN) : University of Miami Hospital - Orthopedics Oncology,C19-UMIAMI : University of Miami (MAIN) : University of Miami Hospital - Orthopedics Oncology,93
375057,UMIAMI : University of Miami (MAIN) : University of Miami Hospital - Psychiatry,C19-UMIAMI : University of Miami (MAIN) : University of Miami Hospital - Psychiatry,83
761733,UMIAMI : University of Miami (MAIN) : University of Miami Hospital - Rheumatology,C19-UMIAMI : University of Miami (MAIN) : University of Miami Hospital - Rheumatology,85
206404,UMIAMI : University of Miami (MAIN) : University of Miami Hospital-Vascular Surgery,C19-UMIAMI : University of Miami (MAIN) : University of Miami Hospital-Vascular Surgery,87
381478,UMIAMI : University of Miami (MAIN) : West Professional Tower - Cardiology,C19-UMIAMI : University of Miami (MAIN) : West Professional Tower - Cardiology,78
381369,UMIAMI : University of Miami (MAIN) : West Professional Tower - Orthopedics,C19-UMIAMI : University of Miami (MAIN) : West Professional Tower - Orthopedics,79
16611,UMMG : UMass Memorial Medical,C19-UMMG : UMass Memorial Medical,33
16610,UMMG : UMass Memorial-Marlborough,C19-UMMG : UMass Memorial-Marlborough,37
24450,UMMG : UMass University Campus,C19-UMMG : UMass University Campus,34
178787,"UMNP : Division of Pulmonary, Allergy, Critical Care and Sleep Medicine","C19-UMNP : Division of Pulmonary, Allergy, Critical Care and Sleep Medicine",75
178788,UMNP : Masonic Children's Hospital,C19-UMNP : Masonic Children's Hospital,38
479655,UMNP : Masonic Children's Hospital - Pediatric Rheumatology (MAIN) : Burnsville,C19-UMNP : Masonic Children's Hospital - Pediatric Rheumatology (MAIN) : Burnsville,83
391029,UMNP : Masonic Children's Hospital - Pediatric Rheumatology (MAIN) : Minneapolis,C19-UMNP : Masonic Children's Hospital - Pediatric Rheumatology (MAIN) : Minneapolis,84
178789,UMNP : Masonic Children's Hospital-Discovery Clinic,C19-UMNP : Masonic Children's Hospital-Discovery Clinic,55
630846,UMNP : Masonic Children's Hospital-Explorer Clinic,C19-UMNP : Masonic Children's Hospital-Explorer Clinic,54
182681,UMNP : Masonic Children's Hospital-Journey Clinic,C19-UMNP : Masonic Children's Hospital-Journey Clinic,53
178790,UMNP : Smiley's Family Medicine Clinic,C19-UMNP : Smiley's Family Medicine Clinic,42
118092,UMSM : Moberly Regional Medical Center,C19-UMSM : Moberly Regional Medical Center,42
182649,UMSR : Cardiology at Easton -Shore Region,C19-UMSR : Cardiology at Easton -Shore Region,45
455001,UMSR : Surgical Care at Easton - Shore Region,C19-UMSR : Surgical Care at Easton - Shore Region,49
455000,UMSR : UM Shore Medical Pavilion 2 at Easton Urology - Shore Region,C19-UMSR : UM Shore Medical Pavilion 2 at Easton Urology - Shore Region,71
188839,UMSR : UM Shore Medical Pavilion at Dorchester-Shore Region,C19-UMSR : UM Shore Medical Pavilion at Dorchester-Shore Region,63
178712,UNCR : Raleigh-Rex Hospital Heart and Vascular (MAIN) : Brier Creek Location,C19-UNCR : Raleigh-Rex Hospital Heart and Vascular (MAIN) : Brier Creek Location,80
178707,UNCR : Raleigh-Rex Hospital Heart and Vascular (MAIN) : Cary-Cardiology,C19-UNCR : Raleigh-Rex Hospital Heart and Vascular (MAIN) : Cary-Cardiology,75
178708,UNCR : Raleigh-Rex Hospital Heart and Vascular (MAIN) : Clayton-Cardiology,C19-UNCR : Raleigh-Rex Hospital Heart and Vascular (MAIN) : Clayton-Cardiology,78
178709,UNCR : Raleigh-Rex Hospital Heart and Vascular (MAIN) : Garner-Cardiology,C19-UNCR : Raleigh-Rex Hospital Heart and Vascular (MAIN) : Garner-Cardiology,77
178710,UNCR : Raleigh-Rex Hospital Heart and Vascular (MAIN) : Goldsboro-Cardiology,C19-UNCR : Raleigh-Rex Hospital Heart and Vascular (MAIN) : Goldsboro-Cardiology,80
